step,passes,learning_rate,training_loss,gradient_length,share_clipped,seen_bpc,validation_bpc,validation_loss,tokens_per_second,minutes
0,0.0,nan,nan,nan,nan,4.0486,4.0648,7.0138,nan,0.02
62,0.52,0.00062,5.73,0.9421,0.2581,2.8118,2.7913,4.8165,88230,0.25
125,1.06,0.0009997779521645793,4.5116,0.5116,0.0,2.4422,2.4789,4.2773,86885,0.49
188,1.59,0.000997085065094661,4.1539,0.4734,0.0,2.3327,2.3911,4.1259,86546,0.73
250,2.12,0.000991467915710602,4.0182,0.4702,0.0,2.2391,2.3247,4.0112,85977,0.96
312,2.64,0.000982944593770023,3.8739,0.4591,0.0,2.1643,2.2673,3.9122,86289,1.2
375,3.17,0.0009713647985659705,3.7636,0.4669,0.0,2.0888,2.2028,3.8009,85704,1.44
438,3.71,0.0009569210201369171,3.6476,0.4679,0.0,2.0329,2.17,3.7444,86188,1.68
500,4.23,0.0009400056220502038,3.5498,0.4843,0.0,1.955,2.103,3.6287,86492,1.92
562,4.75,0.0009205228264350286,3.4531,0.4797,0.0,1.9068,2.0772,3.5842,86642,2.15
625,5.29,0.0008982280943769279,3.381,0.4968,0.0,1.8655,2.0475,3.5329,87785,2.38
688,5.82,0.0008735664834904018,3.315,0.4937,0.0,1.8245,2.0151,3.4771,85395,2.62
750,6.35,0.0008471482326730356,3.2507,0.4854,0.0,1.7882,1.9979,3.4473,87066,2.85
812,6.87,0.0008187738622640052,3.2003,0.4927,0.0,1.7567,1.9734,3.4051,86654,3.09
875,7.4,0.0007881305504383858,3.1566,0.4836,0.0,1.7428,1.9629,3.3869,86363,3.33
938,7.94,0.0007558686840867672,3.1082,0.4985,0.0,1.7106,1.9408,3.3489,86622,3.57
1000,8.46,0.0007227516068384351,3.0709,0.4801,0.0,1.6931,1.9173,3.3083,86516,3.8
1062,8.98,0.0006884973099620797,3.0467,0.4897,0.0,1.6748,1.9164,3.3068,85984,4.04
1125,9.52,0.0006527578915497952,3.0148,0.4864,0.0,1.6547,1.9054,3.2877,86871,4.28
1188,10.05,0.0006163200358721371,2.9877,0.4898,0.0,1.6315,1.8915,3.2638,87469,4.52
1250,10.58,0.000580019170194978,2.9553,0.4887,0.0,1.6132,1.8811,3.2458,86758,4.75
1312,11.1,0.0005435206890502264,2.9419,0.4926,0.0,1.5956,1.8665,3.2206,84477,4.99
1375,11.63,0.0005064785366653971,2.922,0.4936,0.0,1.5864,1.8576,3.2052,86203,5.23
1438,12.17,0.0004697321962262785,2.8901,0.4889,0.0,1.5687,1.8528,3.197,83593,5.48
1500,12.69,0.00043410050660169726,2.8711,0.5005,0.0,1.5574,1.8478,3.1883,85619,5.71
1562,13.21,0.0003992317805245042,2.8481,0.4977,0.0,1.5464,1.8428,3.1797,88060,5.94
1625,13.75,0.000364818538627701,2.8405,0.5037,0.0,1.5325,1.8363,3.1686,88551,6.18
1688,14.28,0.0003316639604843873,2.8088,0.4953,0.0,1.5202,1.8265,3.1515,87984,6.41
1750,14.81,0.000300483385220878,2.7956,0.4928,0.0,1.5121,1.8258,3.1504,86598,6.65
1812,15.33,0.000270945371766418,2.7867,0.4993,0.0,1.5031,1.8198,3.14,86927,6.88
1875,15.86,0.00024281365293987495,2.7625,0.5036,0.0,1.4931,1.818,3.1369,87265,7.11
1938,16.4,0.00021676985542978615,2.7597,0.5108,0.0,1.4875,1.8144,3.1307,84779,7.36
2000,16.92,0.00019334989271035417,2.7476,0.5063,0.0,1.478,1.8163,3.134,88460,7.58
2062,17.44,0.00017227774897662711,2.7416,0.5116,0.0,1.4707,1.8099,3.123,87062,7.81
2125,17.98,0.00015341344657075352,2.7235,0.5102,0.0,1.4639,1.8091,3.1217,85785,8.06
2188,18.51,0.0001372447116165219,2.715,0.5093,0.0,1.4598,1.8088,3.121,86704,8.29
2250,19.04,0.00012407115021866657,2.7015,0.5057,0.0,1.4538,1.8054,3.1153,85737,8.53
2312,19.56,0.00011370146808409143,2.6974,0.5103,0.0,1.449,1.8051,3.1148,83712,8.77
2375,20.09,0.00010610683427057706,2.6894,0.5139,0.0,1.4431,1.8058,3.1159,87775,9.01
2438,20.63,0.00010152930721270076,2.6825,0.5152,0.0,1.4399,1.8039,3.1126,86929,9.24
2500,21.15,0.00010000038553136689,2.6799,0.5184,0.0,1.4368,1.8006,3.1069,87563,9.47
