step,passes,learning_rate,training_loss,gradient_length,share_clipped,seen_bpc,validation_bpc,validation_loss,tokens_per_second,minutes
0,0.0,nan,nan,nan,nan,3.9277,4.0013,7.3859,nan,0.02
62,0.57,0.00062,6.0424,0.9992,0.2903,2.7819,2.7961,5.1612,81487,0.27
125,1.15,0.0009997779521645793,4.8497,0.4801,0.0,2.4049,2.4631,4.5465,81270,0.52
188,1.72,0.000997085065094661,4.3921,0.4503,0.0,2.2588,2.3598,4.3559,80963,0.78
250,2.29,0.000991467915710602,4.2054,0.4612,0.0,2.1629,2.2736,4.1967,80392,1.04
312,2.86,0.000982944593770023,4.0663,0.4647,0.0,2.0896,2.2238,4.1048,80350,1.29
375,3.44,0.0009713647985659705,3.9404,0.4493,0.0,2.0205,2.1731,4.0112,79918,1.54
438,4.01,0.0009569210201369171,3.8369,0.4559,0.0,1.9668,2.1306,3.9328,80115,1.8
500,4.58,0.0009400056220502038,3.7363,0.4722,0.0,1.9107,2.0935,3.8643,79895,2.06
562,5.15,0.0009205228264350286,3.6553,0.4823,0.0,1.8683,2.0733,3.8269,77764,2.32
625,5.73,0.0008982280943769279,3.5852,0.4766,0.0,1.8248,2.0424,3.7699,79732,2.58
688,6.3,0.0008735664834904018,3.5115,0.4887,0.0,1.7825,2.013,3.7157,79251,2.84
750,6.87,0.0008471482326730356,3.4503,0.4897,0.0,1.7555,1.9968,3.6857,76400,3.1
812,7.44,0.0008187738622640052,3.3925,0.492,0.0,1.721,1.9754,3.6463,74663,3.37
875,8.02,0.0007881305504383858,3.3533,0.4919,0.0,1.7004,1.9604,3.6186,77057,3.64
938,8.6,0.0007558686840867672,3.301,0.4951,0.0,1.6764,1.9429,3.5864,76539,3.91
1000,9.16,0.0007227516068384351,3.2684,0.4958,0.0,1.6505,1.9375,3.5763,76993,4.17
1062,9.73,0.0006884973099620797,3.2332,0.4997,0.0,1.6288,1.9242,3.5518,76352,4.44
1125,10.31,0.0006527578915497952,3.2048,0.4945,0.0,1.614,1.9089,3.5237,76761,4.71
1188,10.89,0.0006163200358721371,3.1687,0.5027,0.0,1.5947,1.9094,3.5245,75012,4.98
1250,11.46,0.000580019170194978,3.1309,0.496,0.0,1.5766,1.897,3.5016,74426,5.25
1312,12.02,0.0005435206890502264,3.1231,0.5023,0.0,1.5657,1.8827,3.4752,74954,5.52
1375,12.6,0.0005064785366653971,3.0873,0.505,0.0,1.5496,1.8784,3.4672,79316,5.78
1438,13.18,0.0004697321962262785,3.0676,0.5075,0.0,1.5339,1.8726,3.4565,78197,6.04
1500,13.75,0.00043410050660169726,3.0453,0.5097,0.0,1.5231,1.8734,3.4581,78831,6.3
1562,14.31,0.0003992317805245042,3.0193,0.5135,0.0,1.5071,1.8644,3.4414,77801,6.55
1625,14.89,0.000364818538627701,2.9967,0.5084,0.0,1.494,1.8643,3.4412,78432,6.82
1688,15.47,0.0003316639604843873,2.975,0.5101,0.0,1.4837,1.8628,3.4385,77610,7.08
1750,16.04,0.000300483385220878,2.9608,0.5242,0.0,1.4756,1.8586,3.4307,76776,7.35
1812,16.61,0.000270945371766418,2.9447,0.5247,0.0,1.4642,1.8531,3.4206,77607,7.6
1875,17.18,0.00024281365293987495,2.9281,0.5182,0.0,1.4554,1.8488,3.4127,78031,7.87
1938,17.76,0.00021676985542978615,2.9183,0.5185,0.0,1.4446,1.8461,3.4077,77402,8.13
2000,18.33,0.00019334989271035417,2.9015,0.5227,0.0,1.4355,1.8443,3.4044,76876,8.4
2062,18.9,0.00017227774897662711,2.892,0.5252,0.0,1.4306,1.8436,3.4031,78059,8.65
2125,19.47,0.00015341344657075352,2.8726,0.5256,0.0,1.4234,1.8357,3.3884,79438,8.91
2188,20.05,0.0001372447116165219,2.8692,0.5271,0.0,1.4179,1.8404,3.3971,78835,9.18
2250,20.62,0.00012407115021866657,2.8566,0.5257,0.0,1.412,1.8379,3.3925,79270,9.43
2312,21.19,0.00011370146808409143,2.8511,0.532,0.0,1.4067,1.8341,3.3855,78642,9.69
2375,21.76,0.00010610683427057706,2.847,0.5379,0.0,1.4016,1.8313,3.3804,78445,9.95
2438,22.34,0.00010152930721270076,2.8492,0.5338,0.0,1.3975,1.8338,3.3849,78028,10.21
2500,22.91,0.00010000038553136689,2.839,0.5476,0.0,1.3957,1.837,3.3908,76422,10.47
