step,passes,learning_rate,training_loss,gradient_length,share_clipped,seen_bpc,validation_bpc,validation_loss,tokens_per_second,minutes
0,0.0,nan,nan,nan,nan,3.8653,3.9927,7.7072,nan,0.02
62,0.6,0.00062,6.2188,1.0549,0.3226,2.7038,2.7503,5.309,77953,0.28
125,1.21,0.0009997779521645793,5.0171,0.4753,0.0,2.3836,2.4572,4.7431,78046,0.54
188,1.82,0.000997085065094661,4.582,0.476,0.0,2.2218,2.3284,4.4945,78253,0.8
250,2.42,0.000991467915710602,4.343,0.4615,0.0,2.1132,2.2425,4.3288,75820,1.07
312,3.02,0.000982944593770023,4.1947,0.4596,0.0,2.0333,2.1685,4.1858,77899,1.33
375,3.62,0.0009713647985659705,4.0673,0.4526,0.0,1.9715,2.1246,4.1011,76756,1.59
438,4.23,0.0009569210201369171,3.9552,0.4466,0.0,1.9174,2.0915,4.0372,76550,1.86
500,4.83,0.0009400056220502038,3.8483,0.4701,0.0,1.8694,2.0524,3.9618,76874,2.12
562,5.43,0.0009205228264350286,3.7772,0.4648,0.0,1.8263,2.0245,3.9079,77443,2.38
625,6.04,0.0008982280943769279,3.6987,0.4845,0.0,1.7942,1.9986,3.8579,76544,2.65
688,6.65,0.0008735664834904018,3.6346,0.4823,0.0,1.7529,1.9815,3.8249,78687,2.91
750,7.25,0.0008471482326730356,3.5614,0.4865,0.0,1.7187,1.9579,3.7793,78442,3.17
812,7.85,0.0008187738622640052,3.5146,0.4824,0.0,1.6933,1.943,3.7506,78067,3.43
875,8.46,0.0007881305504383858,3.4795,0.4841,0.0,1.6746,1.9249,3.7157,76885,3.7
938,9.07,0.0007558686840867672,3.4276,0.4992,0.0,1.6474,1.9157,3.6979,78280,3.96
1000,9.67,0.0007227516068384351,3.3871,0.4988,0.0,1.6227,1.8965,3.6608,78049,4.22
1062,10.27,0.0006884973099620797,3.3429,0.4974,0.0,1.6038,1.8937,3.6555,77097,4.48
1125,10.87,0.0006527578915497952,3.3184,0.4987,0.0,1.583,1.8861,3.6408,76611,4.75
1188,11.48,0.0006163200358721371,3.287,0.5076,0.0,1.5647,1.879,3.6271,78262,5.01
1250,12.08,0.000580019170194978,3.2474,0.4943,0.0,1.5521,1.8681,3.6061,78174,5.27
1312,12.68,0.0005435206890502264,3.2263,0.5041,0.0,1.5433,1.8666,3.6031,79073,5.53
1375,13.29,0.0005064785366653971,3.2051,0.5151,0.0,1.5226,1.8568,3.5842,78672,5.79
1438,13.9,0.0004697321962262785,3.1783,0.5085,0.0,1.5079,1.8467,3.5647,78295,6.05
1500,14.5,0.00043410050660169726,3.16,0.5238,0.0,1.496,1.8497,3.5705,78456,6.3
1562,15.1,0.0003992317805245042,3.1249,0.5174,0.0,1.4797,1.848,3.5672,78282,6.56
1625,15.71,0.000364818538627701,3.102,0.5151,0.0,1.4679,1.8409,3.5535,77864,6.82
1688,16.32,0.0003316639604843873,3.0829,0.5233,0.0,1.4534,1.8411,3.5539,79175,7.08
1750,16.92,0.000300483385220878,3.0597,0.5276,0.0,1.4445,1.8359,3.5438,78001,7.33
1812,17.52,0.000270945371766418,3.0506,0.5256,0.0,1.4328,1.8331,3.5385,77869,7.59
1875,18.12,0.00024281365293987495,3.0388,0.5329,0.0,1.426,1.834,3.5402,78944,7.85
1938,18.73,0.00021676985542978615,3.0178,0.5315,0.0,1.4161,1.8321,3.5365,79449,8.11
2000,19.33,0.00019334989271035417,3.0059,0.5348,0.0,1.4059,1.8313,3.535,79114,8.37
2062,19.93,0.00017227774897662711,3.0002,0.5416,0.0,1.3983,1.8252,3.5232,79071,8.62
2125,20.54,0.00015341344657075352,2.9752,0.5355,0.0,1.3914,1.8238,3.5204,79244,8.88
2188,21.15,0.0001372447116165219,2.9654,0.5363,0.0,1.3844,1.8242,3.5212,79928,9.14
2250,21.75,0.00012407115021866657,2.96,0.552,0.0,1.3808,1.8228,3.5185,79397,9.39
2312,22.35,0.00011370146808409143,2.9388,0.5468,0.0,1.3744,1.8228,3.5186,79742,9.64
2375,22.96,0.00010610683427057706,2.9499,0.5463,0.0,1.3702,1.8233,3.5194,79448,9.89
2438,23.57,0.00010152930721270076,2.9359,0.5488,0.0,1.3658,1.8227,3.5183,79102,10.14
2500,24.17,0.00010000038553136689,2.9321,0.5475,0.0,1.3627,1.8235,3.52,80257,10.4
