step,passes,learning_rate,training_loss,gradient_length,share_clipped,seen_bpc,validation_bpc,validation_loss,tokens_per_second,minutes
0,0.0,nan,nan,nan,nan,4.0463,4.0578,7.0017,nan,0.02
125,1.06,0.0009999467273847289,5.1311,0.7332,0.136,2.446,2.4811,4.2812,92803,0.43
250,2.12,0.0009979482127135694,4.0747,0.4706,0.0,2.243,2.3302,4.0208,86856,0.87
375,3.17,0.0009930741345820055,3.8176,0.4681,0.0,2.0863,2.2137,3.8198,86463,1.3
500,4.23,0.0009853557816983753,3.5926,0.4848,0.0,1.958,2.1222,3.6618,85076,1.75
625,5.29,0.0009748427013382277,3.4085,0.4872,0.0,1.8638,2.0508,3.5387,86179,2.19
750,6.35,0.0009616023812800193,3.274,0.4906,0.0,1.785,1.9939,3.4405,87133,2.62
875,7.4,0.0009457198165733629,3.1731,0.4891,0.0,1.7306,1.9525,3.369,86945,3.06
1000,8.46,0.0009272969639209125,3.0985,0.4782,0.0,1.692,1.9269,3.3248,82447,3.51
1125,9.52,0.0009064520871764352,3.0393,0.4813,0.0,1.6605,1.9087,3.2934,82331,3.98
1250,10.58,0.0008833189981605882,2.9855,0.4768,0.0,1.6246,1.8831,3.2493,85278,4.42
1375,11.63,0.0008580461976679099,2.9429,0.4736,0.0,1.6026,1.8664,3.2204,81615,4.89
1500,12.69,0.000830795922179262,2.8972,0.4742,0.0,1.5729,1.8564,3.2032,82225,5.35
1625,13.75,0.0008017431023992598,2.8559,0.4675,0.0,1.5455,1.8449,3.1835,79277,5.83
1750,14.81,0.00077107424030427,2.8273,0.4706,0.0,1.5275,1.8336,3.164,78653,6.32
1875,15.86,0.0007389862119096658,2.7912,0.4686,0.0,1.5092,1.8348,3.166,79247,6.8
2000,16.92,0.000705685003441866,2.7656,0.477,0.0,1.4876,1.8215,3.143,79852,7.27
2125,17.98,0.0006713843890281903,2.7355,0.4737,0.0,1.471,1.8202,3.1408,79499,7.75
2250,19.04,0.000636304558392982,2.7095,0.478,0.0,1.456,1.8241,3.1474,79742,8.22
2375,20.09,0.000600670703369379,2.684,0.4733,0.0,1.437,1.8148,3.1315,82198,8.69
2500,21.15,0.0005647115723004953,2.6604,0.4784,0.0,1.4179,1.8146,3.131,79037,9.17
2625,22.21,0.0005286580016099058,2.6365,0.4807,0.0,1.4028,1.8113,3.1253,81388,9.63
2750,23.27,0.0004927414339678848,2.6187,0.4901,0.0,1.3864,1.8046,3.1138,80627,10.1
2875,24.32,0.000457192432565898,2.5877,0.4882,0.0,1.3741,1.8001,3.1061,79590,10.58
3000,25.38,0.00042223920103682985,2.5734,0.4968,0.0,1.355,1.8042,3.1131,78864,11.06
3125,26.44,0.000388106118522187,2.5563,0.4984,0.0,1.3406,1.8062,3.1166,80073,11.54
3250,27.5,0.0003550122992902805,2.5389,0.5043,0.0,1.3248,1.8003,3.1065,78968,12.02
3375,28.55,0.0003231701861517917,2.5122,0.5088,0.0,1.312,1.8001,3.1061,81214,12.49
3500,29.61,0.0002927841867021623,2.5025,0.5182,0.0,1.3055,1.8102,3.1235,81733,12.95
3625,30.67,0.00026404936114532917,2.4875,0.5181,0.0,1.2867,1.8064,3.1169,81271,13.42
3750,31.73,0.00023715017012220402,2.4699,0.5302,0.0,1.2793,1.8109,3.1248,81627,13.88
3875,32.78,0.00021225929058209752,2.4562,0.5261,0.0,1.267,1.8044,3.1135,82725,14.34
4000,33.84,0.00018953650729849794,2.4433,0.5287,0.0,1.2577,1.8043,3.1133,81750,14.79
4125,34.9,0.0001691276871450179,2.4292,0.533,0.0,1.2465,1.8091,3.1215,81540,15.26
4250,35.96,0.00015116384271605498,2.4228,0.5372,0.0,1.2376,1.8071,3.1181,80046,15.73
4375,37.01,0.0001357602913031671,2.4161,0.5426,0.0,1.2309,1.8061,3.1164,80327,16.2
4500,38.07,0.00012301591462604022,2.3966,0.5443,0.0,1.2252,1.8089,3.1213,81158,16.68
4625,39.13,0.00011301252407013856,2.3878,0.544,0.0,1.2187,1.8122,3.1269,81459,17.14
4750,40.19,0.00010581433550583804,2.3851,0.5517,0.0,1.2112,1.8115,3.1257,82401,17.6
4875,41.24,0.00010146755706039344,2.3778,0.5522,0.0,1.2099,1.8115,3.1258,83089,18.06
5000,42.3,0.00010000009248900101,2.3761,0.5567,0.0,1.2029,1.8108,3.1245,82252,18.51
