step,passes,learning_rate,training_loss,gradient_length,share_clipped,seen_bpc,validation_bpc,validation_loss,tokens_per_second,minutes
0,0.0,nan,nan,nan,nan,3.7748,3.9562,8.4123,nan,0.02
62,0.67,0.00062,6.6111,1.2684,0.4516,2.5468,2.6784,5.6952,81856,0.26
125,1.36,0.0009997779521645793,5.2862,0.4902,0.0159,2.266,2.391,5.084,80632,0.51
188,2.04,0.000997085065094661,4.9173,0.4166,0.0,2.1472,2.2872,4.8634,80939,0.75
250,2.72,0.000991467915710602,4.7035,0.4317,0.0,2.0532,2.2175,4.7151,80475,1.0
312,3.39,0.000982944593770023,4.5177,0.4565,0.0,1.9606,2.1434,4.5576,81803,1.24
375,4.08,0.0009713647985659705,4.3527,0.4649,0.0,1.8952,2.0904,4.4449,81201,1.49
438,4.76,0.0009569210201369171,4.2246,0.457,0.0,1.842,2.0476,4.3539,81099,1.74
500,5.44,0.0009400056220502038,4.1356,0.4467,0.0,1.7895,2.0116,4.2773,80357,1.98
562,6.11,0.0009205228264350286,4.0462,0.4553,0.0,1.756,1.9913,4.2343,81532,2.23
625,6.79,0.0008982280943769279,3.9647,0.4648,0.0,1.7242,1.9644,4.177,81632,2.47
688,7.48,0.0008735664834904018,3.9128,0.4743,0.0,1.6882,1.958,4.1633,80922,2.72
750,8.15,0.0008471482326730356,3.8345,0.4694,0.0,1.6581,1.9372,4.1192,77008,2.97
812,8.83,0.0008187738622640052,3.8001,0.4804,0.0,1.6383,1.9276,4.0988,81095,3.22
875,9.51,0.0007881305504383858,3.7519,0.491,0.0,1.6133,1.9183,4.079,81718,3.46
938,10.2,0.0007558686840867672,3.6937,0.4857,0.0,1.5884,1.9095,4.0602,81735,3.71
1000,10.87,0.0007227516068384351,3.6519,0.4906,0.0,1.5751,1.9014,4.0432,81910,3.95
1062,11.54,0.0006884973099620797,3.6256,0.4979,0.0,1.5579,1.8972,4.0341,81605,4.19
1125,12.23,0.0006527578915497952,3.5715,0.5,0.0,1.5342,1.8949,4.0293,81699,4.44
1188,12.91,0.0006163200358721371,3.5423,0.5067,0.0,1.5084,1.8794,3.9962,81644,4.68
1250,13.59,0.000580019170194978,3.5114,0.5038,0.0,1.4935,1.8868,4.012,81285,4.93
1312,14.26,0.0005435206890502264,3.4726,0.5158,0.0,1.4705,1.881,3.9997,80856,5.17
1375,14.95,0.0005064785366653971,3.4464,0.5239,0.0,1.4546,1.8794,3.9963,80001,5.42
1438,15.63,0.0004697321962262785,3.4234,0.5245,0.0,1.4376,1.8729,3.9824,81165,5.66
1500,16.31,0.00043410050660169726,3.3899,0.5188,0.0,1.4215,1.8646,3.9649,80930,5.9
1562,16.98,0.0003992317805245042,3.3531,0.5358,0.0,1.4065,1.8694,3.9751,81026,6.15
1625,17.66,0.000364818538627701,3.3318,0.5383,0.0,1.3936,1.8679,3.9718,80070,6.4
1688,18.35,0.0003316639604843873,3.3172,0.5515,0.0,1.3814,1.8646,3.9648,80936,6.64
1750,19.02,0.000300483385220878,3.2843,0.539,0.0,1.371,1.8615,3.9583,81991,6.88
1812,19.7,0.000270945371766418,3.2716,0.5465,0.0,1.3612,1.8597,3.9543,81826,7.12
1875,20.38,0.00024281365293987495,3.2429,0.5443,0.0,1.3491,1.857,3.9485,81990,7.37
1938,21.07,0.00021676985542978615,3.2265,0.5507,0.0,1.3387,1.8539,3.9421,81469,7.61
2000,21.74,0.00019334989271035417,3.2165,0.5732,0.0,1.3309,1.8579,3.9505,81734,7.86
2062,22.42,0.00017227774897662711,3.1975,0.5603,0.0,1.324,1.8583,3.9514,80196,8.1
2125,23.1,0.00015341344657075352,3.1766,0.5579,0.0,1.316,1.8605,3.9561,80198,8.35
2188,23.79,0.0001372447116165219,3.17,0.5643,0.0,1.3088,1.8618,3.9588,80295,8.59
2250,24.46,0.00012407115021866657,3.1637,0.5634,0.0,1.3035,1.8574,3.9495,81476,8.83
2312,25.13,0.00011370146808409143,3.1604,0.5685,0.0,1.2981,1.8586,3.952,81192,9.07
2375,25.82,0.00010610683427057706,3.1407,0.5727,0.0,1.2944,1.8625,3.9603,81361,9.32
2438,26.5,0.00010152930721270076,3.1498,0.5727,0.0,1.289,1.8593,3.9536,81246,9.56
2500,27.18,0.00010000038553136689,3.1334,0.5804,0.0,1.2843,1.8596,3.9541,81482,9.8
