step,passes,learning_rate,training_loss,gradient_length,share_clipped,seen_bpc,validation_bpc,validation_loss,tokens_per_second,minutes
0,0.0,nan,nan,nan,nan,6.64,6.6451,4.606,nan,0.06
250,0.85,0.000999495547480752,2.5212,0.8238,0.108,2.9604,2.956,2.049,85277,0.95
499,1.7,0.000996404858951786,1.891,0.5102,0.0,2.3855,2.433,1.6864,85213,1.84
749,2.55,0.0009904908123745863,1.6317,0.4413,0.0,2.1243,2.2368,1.5504,86121,2.73
998,3.4,0.0009818377126940404,1.4952,0.3922,0.0,1.977,2.1072,1.4606,84399,3.63
1248,4.25,0.000970430690923128,1.4167,0.3557,0.0,1.8919,2.0506,1.4213,85577,4.53
1498,5.1,0.0009563709434533556,1.368,0.3346,0.0,1.8238,2.0013,1.3872,85803,5.42
1747,5.95,0.0009398186496835648,1.3264,0.3139,0.0,1.7831,1.9545,1.3548,86526,6.31
1997,6.8,0.0009207453671075667,1.301,0.3005,0.0,1.7404,1.9348,1.3411,86105,7.19
2247,7.65,0.0008993328505405867,1.2768,0.2914,0.0,1.7156,1.9086,1.3229,86006,8.08
2496,8.5,0.0008758148673582538,1.2583,0.2784,0.0,1.6858,1.8849,1.3065,86135,8.97
2746,9.35,0.0008501510056157637,1.2449,0.277,0.0,1.6654,1.8632,1.2914,86730,9.85
2996,10.2,0.0008225933280712271,1.2319,0.2705,0.0,1.6451,1.8452,1.279,85686,10.74
3245,11.05,0.0007934360062282577,1.2139,0.2642,0.0,1.6252,1.8277,1.2669,85954,11.63
3495,11.9,0.0007626289378280084,1.2043,0.2628,0.0,1.6094,1.834,1.2712,86465,12.52
3744,12.75,0.0007306112787292833,1.1919,0.2614,0.0,1.5951,1.822,1.2629,86598,13.39
3994,13.6,0.0006973280116347983,1.1839,0.2563,0.0,1.5765,1.8068,1.2524,84359,14.3
4244,14.45,0.0006631151720541386,1.174,0.2563,0.0,1.5614,1.7915,1.2418,80406,15.25
4493,15.3,0.0006283294644189698,1.1652,0.2554,0.0,1.5523,1.7969,1.2455,85599,16.14
4743,16.15,0.0005929111149771788,1.1551,0.2534,0.0,1.536,1.785,1.2372,86404,17.01
4992,17.0,0.0005573650135632823,1.1482,0.2552,0.0,1.5226,1.7897,1.2405,87968,17.87
5242,17.85,0.0005216300798083888,1.1394,0.2543,0.0,1.5075,1.787,1.2386,88116,18.72
5492,18.7,0.0004860741472967243,1.1337,0.2548,0.0,1.4989,1.7781,1.2325,87746,19.58
5741,19.55,0.00045106106954339323,1.126,0.2548,0.0,1.4884,1.7894,1.2403,88105,20.44
5991,20.4,0.0004165306820965957,1.1202,0.2558,0.0,1.4777,1.7763,1.2312,89124,21.29
6241,21.25,0.0003828424251061505,1.1103,0.2558,0.0,1.4663,1.7769,1.2317,88081,22.15
6490,22.1,0.0003503370140618392,1.1074,0.2572,0.0,1.4556,1.7718,1.2281,88726,22.99
6740,22.95,0.00031895859354158805,1.0981,0.2593,0.0,1.4444,1.7652,1.2235,88932,23.84
6990,23.8,0.0002890379388068634,1.0907,0.2591,0.0,1.4333,1.7733,1.2291,88387,24.7
7239,24.65,0.00026087341188844664,1.0862,0.2619,0.0,1.4207,1.7669,1.2247,88047,25.56
7489,25.5,0.00023441661648898333,1.0808,0.264,0.0,1.4189,1.7624,1.2216,88451,26.41
7738,26.35,0.00021004469517049533,1.0778,0.2651,0.0,1.4058,1.7619,1.2213,88128,27.27
7988,27.2,0.00018771576863017576,1.0711,0.2685,0.0,1.3983,1.7683,1.2257,88640,28.12
8238,28.05,0.00016767269017753102,1.0678,0.2684,0.0,1.3924,1.765,1.2234,89263,28.97
8487,28.9,0.00015010748759020814,1.0664,0.2688,0.0,1.3849,1.766,1.2241,87546,29.82
8737,29.75,0.0001349899778379728,1.0623,0.2726,0.0,1.3782,1.765,1.2234,88701,30.68
8986,30.6,0.00012253566156152136,1.0574,0.2724,0.0,1.3747,1.7571,1.2179,87688,31.54
9236,31.45,0.00011272313798264754,1.0555,0.2741,0.0,1.3688,1.7661,1.2242,88062,32.4
9486,32.3,0.00010566963175058841,1.0503,0.2749,0.0,1.3656,1.7668,1.2246,88172,33.27
9735,33.15,0.0001014310211264214,1.0525,0.2776,0.0,1.3603,1.7631,1.2221,88245,34.12
9985,34.0,0.00010000002272630928,1.0487,0.2804,0.0,1.3584,1.7681,1.2256,87923,34.98
